   , Year  , Datetime           , Stage                   , Stadium                                           , City                             , Home Team Name               , Home Team Goals, Away Team Goals, Away Team Name               , Attendance, Half-time Home Goals, Half-time Away Goals, Referee                             , Assistant 1                         , Assistant 2                         , RoundID, MatchID, Home Team Initials, Away Team Initials
 88, 1954.0, 1954-06-20 17:00:00, Group 2                 , Charmilles                                        , Geneva                           , Turkey                       ,               7,               0, Korea Republic               ,       4000,                  4.0,                  0.0, MARINO Esteban (URU)                , ORLANDINI Vincenzo (ITA)            , SCHONHOLZER Ernest (SUI)            ,      89,   10089, TUR               , KOR
 89, 1954.0, 1954-06-20 17:10:00, Group 4                 , Wankdorf Stadium                                  , Berne                            , England                      ,               2,               0, Switzerland                  ,      43500,                  1.0,                  0.0, ZSOLT Istvan (HUN)                  , DA COSTA VIEIRA Jose (POR)          , STEFANOVIC Vasa (YUG)               ,      90,   10090, ENG               , SUI
 90, 1954.0, 1954-06-20 17:00:00, Group 4                 , Comunale di Cornaredo                             , Lugano                           , Italy                        ,               4,               1, Belgium                      ,      24000,                  1.0,                  0.0, STEINER Carl (AUT)                  , VINCENTI Raymond (FRA)              , SCHMETZER Emil (FRG)                ,      91,   10091, ITA               , BEL
 91, 1954.0, 1954-06-23 18:00:00, Group 2                 , Hardturm                                          , Zurich                           , Germany FR                   ,               7,               2, Turkey                       ,      17000,                  3.0,                  1.0, VINCENTI Raymond (FRA)              , FAULTLESS Charlie (SCO)             , DOERFLINGER Ernst (SUI)             ,      92,   10092, FRG               , TUR
 92, 1954.0, 1954-06-23 18:00:00, Group 4                 , St. Jakob                                         , Basel                            , Switzerland                  ,               4,               1, Italy                        ,      30000,                  1.0,                  0.0, GRIFFITHS Benjamin (WAL)            , DA COSTA VIEIRA Jose (POR)          , LING William (ENG)                  ,      93,   10093, SUI               , ITA
 93, 1954.0, 1954-06-26 17:00:00, Quarter-finals          , St. Jakob                                         , Basel                            , Uruguay                      ,               4,               2, England                      ,      28000,                  2.0,                  1.0, STEINER Carl (AUT)                  , STEFANOVIC Vasa (YUG)               , ORLANDINI Vincenzo (ITA)            ,      94,   10094, URU               , ENG
 94, 1954.0, 1954-06-26 17:00:00, Quarter-finals          , La Pontaise                                       , Lausanne                         , Austria                      ,               7,               5, Switzerland                  ,      35000,                  5.0,                  4.0, FAULTLESS Charlie (SCO)             , ASENSI Manuel (ESP)                 , SCHMETZER Emil (FRG)                ,      95,   10095, AUT               , SUI
 95, 1954.0, 1954-06-27 17:00:00, Quarter-finals          , Charmilles                                        , Geneva                           , Germany FR                   ,               2,               0, Yugoslavia                   ,      17000,                  1.0,                  0.0, ZSOLT Istvan (HUN)                  , FRANKEN Laurent (BEL)               , BUCHMUELLER Fritz (SUI)             ,      96,   10096, FRG               , YUG
 96, 1954.0, 1954-06-27 17:00:00, Quarter-finals          , Wankdorf Stadium                                  , Berne                            , Hungary                      ,               4,               2, Brazil                       ,      40000,                  2.0,                  1.0, ELLIS Arthur (ENG)                  , LING William (ENG)                  , WYSSLING Paul (SUI)                 ,      97,   10097, HUN               , BRA
 97, 1954.0, 1954-06-30 18:00:00, Semi-finals             , St. Jakob                                         , Basel                            , Germany FR                   ,               6,               1, Austria                      ,      58000,                  1.0,                  0.0, ORLANDINI Vincenzo (ITA)            , ELLIS Arthur (ENG)                  , BUCHMUELLER Fritz (SUI)             ,      98,   10098, FRG               , AUT
